period_cat,V1,V2,V3,V4,V5,V6,V7
4,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG
4,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ILM-EKF,Karlen-pypm,MIT_CovidAnalytics-DELPHI,UNIPV-BayesINGARCHX
4,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR
4,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UNIPV-BayesINGARCHX
4,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,ILM-EKF,Karlen-pypm,MIT_CovidAnalytics-DELPHI,RobertWalraven-ESG,UNIPV-BayesINGARCHX
4,CovidMetrics-epiBATS,ILM-EKF,MIT_CovidAnalytics-DELPHI,MUNI-ARIMA,RobertWalraven-ESG,UNIPV-BayesINGARCHX,itwm-dSEIR
4,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,ITWW-county_repro,Karlen-pypm,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR
4,CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UNIPV-BayesINGARCHX
4,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,Karlen-pypm,MUNI-ARIMA,RobertWalraven-ESG,UNIPV-BayesINGARCHX,itwm-dSEIR
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF
5,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR
5,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,itwm-dSEIR
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR
5,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF
5,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR
5,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,epiforecasts-EpiNow2,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,itwm-dSEIR
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,ILM-EKF
5,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,itwm-dSEIR,ILM-EKF
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,ILM-EKF
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,epiforecasts-EpiNow2,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF
5,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR
5,CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,epiforecasts-EpiNow2,itwm-dSEIR
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,ILM-EKF
5,CovidMetrics-epiBATS,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR
5,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR
5,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR
5,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,ILM-EKF
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR
5,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,ILM-EKF
5,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF
5,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR
5,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR
5,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,ILM-EKF
5,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF
5,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,itwm-dSEIR,ILM-EKF
5,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF
6,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,epiforecasts-weeklygrowth,itwm-dSEIR
6,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,epiforecasts-EpiNow2,itwm-dSEIR,MUNI-ARIMA
6,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,RobertWalraven-ESG,itwm-dSEIR,MUNI-ARIMA
6,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,epiforecasts-weeklygrowth,MUNI-ARIMA
6,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,RobertWalraven-ESG,MUNI-ARIMA
6,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,itwm-dSEIR,MUNI-ARIMA
6,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,itwm-dSEIR
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,MUNI-ARIMA
6,FIAS_FZJ-Epi1Ger,ILM-EKF,ITWW-county_repro,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,itwm-dSEIR,MUNI-ARIMA
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,ILM-EKF,ITWW-county_repro,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,MUNI-ARIMA
6,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,itwm-dSEIR
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,epiforecasts-weeklygrowth,MUNI-ARIMA
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,MUNI-ARIMA
6,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,epiforecasts-EpiNow2,epiforecasts-weeklygrowth
6,CovidMetrics-epiBATS,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-weeklygrowth,itwm-dSEIR
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-weeklygrowth,itwm-dSEIR
6,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,epiforecasts-EpiNow2,MUNI-ARIMA
6,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ILM-EKF,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-weeklygrowth,MUNI-ARIMA
6,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,MUNI-ARIMA
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,epiforecasts-weeklygrowth,itwm-dSEIR,MUNI-ARIMA
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ILM-EKF,RobertWalraven-ESG,epiforecasts-weeklygrowth,MUNI-ARIMA
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,epiforecasts-EpiNow2,epiforecasts-weeklygrowth
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,RobertWalraven-ESG,epiforecasts-weeklygrowth,itwm-dSEIR
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,epiforecasts-EpiNow2,itwm-dSEIR
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,itwm-dSEIR,MUNI-ARIMA
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,IEM_Health-CovidProject,ILM-EKF,RobertWalraven-ESG,epiforecasts-EpiNow2,epiforecasts-weeklygrowth
6,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,RobertWalraven-ESG,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,MUNI-ARIMA
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,itwm-dSEIR,MUNI-ARIMA
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,MUNI-ARIMA
6,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,MUNI-ARIMA
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-weeklygrowth
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,itwm-dSEIR
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,RobertWalraven-ESG,MUNI-ARIMA
6,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,MUNI-ARIMA
6,CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,itwm-dSEIR
6,EuroCOVIDhub-baseline,IEM_Health-CovidProject,ILM-EKF,RobertWalraven-ESG,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,MUNI-ARIMA
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,RobertWalraven-ESG,epiforecasts-EpiNow2,MUNI-ARIMA
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,itwm-dSEIR,MUNI-ARIMA
