period_cat,V1,V2,V3,V4,V5
6,CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,ITWW-county_repro,epiforecasts-EpiNow2,epiforecasts-weeklygrowth
6,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,epiforecasts-EpiNow2,itwm-dSEIR
6,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,RobertWalraven-ESG
6,CovidMetrics-epiBATS,ITWW-county_repro,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,MUNI-ARIMA
6,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,MUNI-ARIMA
6,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ILM-EKF,RobertWalraven-ESG,MUNI-ARIMA
6,FIAS_FZJ-Epi1Ger,ILM-EKF,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro
6,EuroCOVIDhub-baseline,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,MUNI-ARIMA
6,HZI-AgeExtendedSEIR,ILM-EKF,RobertWalraven-ESG,epiforecasts-weeklygrowth,itwm-dSEIR
6,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,itwm-dSEIR,MUNI-ARIMA
6,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,epiforecasts-EpiNow2,epiforecasts-weeklygrowth
6,CovidMetrics-epiBATS,IEM_Health-CovidProject,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,itwm-dSEIR
6,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,RobertWalraven-ESG,MUNI-ARIMA
6,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,itwm-dSEIR
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,epiforecasts-EpiNow2
6,CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,MUNI-ARIMA
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,ILM-EKF,itwm-dSEIR,MUNI-ARIMA
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,ILM-EKF,epiforecasts-weeklygrowth,itwm-dSEIR
6,CovidMetrics-epiBATS,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-weeklygrowth,itwm-dSEIR
6,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,MUNI-ARIMA
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,RobertWalraven-ESG,itwm-dSEIR,MUNI-ARIMA
6,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,epiforecasts-EpiNow2,itwm-dSEIR,MUNI-ARIMA
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,ILM-EKF,ITWW-county_repro,epiforecasts-weeklygrowth
6,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,RobertWalraven-ESG,epiforecasts-weeklygrowth,itwm-dSEIR
6,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,RobertWalraven-ESG,epiforecasts-weeklygrowth,itwm-dSEIR
6,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,epiforecasts-EpiNow2,MUNI-ARIMA
6,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,epiforecasts-weeklygrowth,MUNI-ARIMA
6,CovidMetrics-epiBATS,ILM-EKF,RobertWalraven-ESG,itwm-dSEIR,MUNI-ARIMA
6,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,epiforecasts-weeklygrowth
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-weeklygrowth
6,EuroCOVIDhub-baseline,ILM-EKF,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-weeklygrowth
6,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,RobertWalraven-ESG,itwm-dSEIR
6,HZI-AgeExtendedSEIR,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,MUNI-ARIMA
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,IEM_Health-CovidProject,ILM-EKF,epiforecasts-weeklygrowth
6,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,epiforecasts-EpiNow2
6,FIAS_FZJ-Epi1Ger,ILM-EKF,epiforecasts-weeklygrowth,itwm-dSEIR,MUNI-ARIMA
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2
6,CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,itwm-dSEIR
6,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR
6,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,itwm-dSEIR,MUNI-ARIMA
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,ILM-EKF,epiforecasts-EpiNow2,epiforecasts-weeklygrowth
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-weeklygrowth
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,RobertWalraven-ESG,epiforecasts-weeklygrowth
6,CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,ILM-EKF,epiforecasts-weeklygrowth,itwm-dSEIR
6,EuroCOVIDhub-baseline,ITWW-county_repro,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,MUNI-ARIMA
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2
6,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2
6,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,MUNI-ARIMA
6,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG
6,EuroCOVIDhub-baseline,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-weeklygrowth,MUNI-ARIMA
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,itwm-dSEIR,MUNI-ARIMA
6,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ILM-EKF,RobertWalraven-ESG,epiforecasts-weeklygrowth
6,EuroCOVIDhub-baseline,IEM_Health-CovidProject,ITWW-county_repro,itwm-dSEIR,MUNI-ARIMA
6,EuroCOVIDhub-baseline,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,epiforecasts-weeklygrowth
6,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,epiforecasts-weeklygrowth
6,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-weeklygrowth,itwm-dSEIR
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,epiforecasts-weeklygrowth,itwm-dSEIR,MUNI-ARIMA
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,ILM-EKF,epiforecasts-EpiNow2,MUNI-ARIMA
6,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,epiforecasts-weeklygrowth,itwm-dSEIR,MUNI-ARIMA
6,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,itwm-dSEIR,MUNI-ARIMA
6,CovidMetrics-epiBATS,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,itwm-dSEIR,MUNI-ARIMA
6,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,epiforecasts-weeklygrowth
6,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-weeklygrowth
6,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR
6,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,epiforecasts-EpiNow2,itwm-dSEIR
6,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2
6,EuroCOVIDhub-baseline,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,MUNI-ARIMA
6,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ILM-EKF,ITWW-county_repro,epiforecasts-EpiNow2
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,epiforecasts-EpiNow2,MUNI-ARIMA
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,RobertWalraven-ESG,MUNI-ARIMA
6,EuroCOVIDhub-baseline,IEM_Health-CovidProject,ILM-EKF,epiforecasts-EpiNow2,epiforecasts-weeklygrowth
6,EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ILM-EKF,epiforecasts-EpiNow2
6,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-weeklygrowth,MUNI-ARIMA
6,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,itwm-dSEIR
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,itwm-dSEIR
6,CovidMetrics-epiBATS,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,MUNI-ARIMA
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,IEM_Health-CovidProject,ILM-EKF,epiforecasts-EpiNow2
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,ILM-EKF,itwm-dSEIR,MUNI-ARIMA
6,EuroCOVIDhub-baseline,IEM_Health-CovidProject,ILM-EKF,epiforecasts-EpiNow2,MUNI-ARIMA
6,CovidMetrics-epiBATS,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,MUNI-ARIMA
6,EuroCOVIDhub-baseline,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-weeklygrowth,itwm-dSEIR
6,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,epiforecasts-EpiNow2,epiforecasts-weeklygrowth,MUNI-ARIMA
6,CovidMetrics-epiBATS,EuroCOVIDhub-baseline,epiforecasts-EpiNow2,itwm-dSEIR,MUNI-ARIMA
6,IEM_Health-CovidProject,ILM-EKF,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR
6,EuroCOVIDhub-baseline,ILM-EKF,epiforecasts-EpiNow2,itwm-dSEIR,MUNI-ARIMA
6,CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,RobertWalraven-ESG,epiforecasts-weeklygrowth,itwm-dSEIR
6,EuroCOVIDhub-baseline,ILM-EKF,RobertWalraven-ESG,epiforecasts-weeklygrowth,MUNI-ARIMA
6,CovidMetrics-epiBATS,RobertWalraven-ESG,epiforecasts-weeklygrowth,itwm-dSEIR,MUNI-ARIMA
